LP,Nazwa,PRODUCENT,Dopłata bez rabatu,CENA SZTUKI BEZ RABATU,CENA KATALOGOWA NETTO,KATALOGOWA,CENA TRANSPORTU BRUTTO,ile na zest,cena transp b.,Rabat oferta,cena zakupu brutto fabryka,cena zakupu netto,cena zakupu brutto plac wieliczka,Rabat właściwy hurt,Rabat właściwy brukarski,Rabat właściwy detaliczny,rabat basic,FABRYKA DETAL,PLAC DETAL,ZYSK Z FABRYKI DETAL,ZYSK Z PLACU DETAL,FABRYKA HURT,PLAC HURT,ZYSK Z FABRYKI HURT,ZYSK Z PLACU  HURT,FABRYKA SPECJALNA,PLAC SPECJALNA,ZYSK Z FABRYKI  SPECJALNA,ZYSK Z PLACU SPECJALNA,CENA M2/szt,WAGA m2/szt,WAGA PALETY,PAKOWANIE m2/szt,CENA KURIERA,CENA STRONA,ILOŚĆ WARSTW,Sprzedawany z placu,Sprzedawany na warstwy,minimalna ilosc,paletowane,prowizja na sztuki
123,Płytka chodnikowa 35x35x5 - grafitowy,POLBRUK,,,,"6,15","307,5",11,"0,2218614719","5,84","4,182","3,4","4,4038614719",14,11,5,3,"6,00","6,50","1,48","1,70","5,50","6,00","1,07","1,30","4,50","5,00","0,26","0,48","5,00","14,56","1,84",126,,"6,00",16,TAK,TAK,"7,875",1,1
124,Płytka chodnikowa 35x35x5 - czerwony,POLBRUK,,,,"6,15","307,5",11,"0,2218614719","5,84","4,182","3,4","4,4038614719",14,11,5,3,"6,00","6,50","1,48","1,70","5,50","6,00","1,07","1,30","4,50","5,00","0,26","0,48",,"14,56","1,84",126,,"6,00",16,,,"7,875",1,1
125,Płytka chodnikowa 35x35x5 - grafitowy płukany,POLBRUK,,,,"7,13","307,5",11,"0,2218614719","6,77","5,0184","4,08","5,2402614719",14,9,5,3,"7,00","7,50","1,61","1,84","6,50","7,00","1,20","1,43","5,50","6,00","0,39","0,62","5,00","14,56","1,84",126,,"7,00",16,TAK,TAK,"7,875",1,1
126,Płytka chodnikowa 35x35x5 - szary płukany,POLBRUK,,,,"7,13","307,5",11,"0,2218614719","6,77","5,0184","4,08","5,2402614719",14,9,5,3,"7,00","7,50","1,61","1,84","6,50","7,00","1,20","1,43","5,50","6,00","0,39","0,62","5,00","14,56","1,84",126,,"7,00",16,TAK,TAK,"7,875",1,1
127,Napoli 6cm - grafitowy płukany,POLBRUK,,,,"81,18","307,5",15,"2,05","51,14","42,681","34,7","44,731",46,41,37,35,"51,50","54,50","7,17","7,94","48,00","50,50","4,32","4,69","45,00","47,50","1,89","2,25","5,00","132,00","1,32",10,,"51,50",10,TAK,TAK,1,1,1
128,Napoli 6cm - szary płukany,POLBRUK,,,,"81,18","307,5",15,"2,05","51,14","42,681","34,7","44,731",46,41,37,35,"51,50","54,50","7,17","7,94","48,00","50,50","4,32","4,69","45,00","47,50","1,89","2,25","5,00","132,00","1,32",10,,"51,50",10,TAK,TAK,1,1,1
129,Napoli 6cm - nerino,POLBRUK,,,,"67,65","307,5",15,"2,05",46,"38,253","31,1","40,303",41,36,32,30,"46,50","49,50","6,70","7,48","43,50","46,00","4,27","4,63","40,50","43,00","1,83","2,19","5,00","132,00","1,32",10,,"46,50",10,TAK,TAK,1,1,1
130,Napoli 6cm - szary,POLBRUK,,,,"52,89","307,5",15,"2,05","34,38","28,044","22,8","30,094",44,39,35,33,"34,50","37,00","5,25","5,61","32,50","35,00","3,62","3,99","29,50","32,00","1,18","1,55","5,00","132,00","1,32",10,,"34,50",10,TAK,TAK,1,1,1
131,Napoli 6cm - grafitowy,POLBRUK,,,,"56,58","307,5",15,"2,05","36,78","30,504","24,8","32,554",44,39,35,33,"37,00","39,50","5,28","5,65","35,00","37,50","3,66","4,02","32,50","35,00","1,62","1,99","5,00","132,00","1,32",10,,"37,00",10,TAK,TAK,1,1,1
132,Trento - żółty płukany,POLBRUK,,,,"81,18","307,5",14,"2,0337301587","51,14","42,681","34,7","44,7147301587",46,41,37,35,"51,50","54,50","7,17","7,96","48,00","50,50","4,32","4,70","45,00","47,50","1,89","2,26","5,00","131,85","1,42","10,8",,"51,50",10,TAK,TAK,"1,08",1,1
133,Trento - szary płukany,POLBRUK,,,,"81,18","307,5",14,"2,0337301587","51,14","42,681","34,7","44,7147301587",46,41,37,35,"51,50","54,50","7,17","7,96","48,00","50,50","4,32","4,70","45,00","47,50","1,89","2,26","5,00","131,85","1,42","10,8",,"51,50",10,TAK,TAK,"1,08",1,1
134,Trento - grafitowy płukany,POLBRUK,,,,"81,18","307,5",14,"2,0337301587","51,14","42,681","34,7","44,7147301587",46,41,37,35,"51,50","54,50","7,17","7,96","48,00","50,50","4,32","4,70","45,00","47,50","1,89","2,26","5,00","131,85","1,42","10,8",,"51,50",10,TAK,TAK,"1,08",1,1
135,Trento - brązowy płukany,POLBRUK,,,,"81,18","307,5",14,"2,0337301587","51,14","42,681","34,7","44,7147301587",46,41,37,35,"51,50","54,50","7,17","7,96","48,00","50,50","4,32","4,70","45,00","47,50","1,89","2,26","5,00","131,85","1,42","10,8",,"51,50",10,TAK,TAK,"1,08",1,1
136,Trento - brązowy,POLBRUK,,,,"56,58","307,5",14,"2,0337301587","36,78","30,504","24,8","32,5377301587",44,39,35,33,"37,00","39,50","5,28","5,66","35,00","37,50","3,66","4,03","32,50","35,00","1,62","2,00","5,00","131,85","1,42","10,8",,"37,00",10,TAK,TAK,"1,08",1,1
137,Trento - grafitowy,POLBRUK,,,,"56,58","307,5",14,"2,0337301587","36,78","30,504","24,8","32,5377301587",44,39,35,33,"37,00","39,50","5,28","5,66","35,00","37,50","3,66","4,03","32,50","35,00","1,62","2,00","5,00","131,85","1,42","10,8",,"37,00",10,TAK,TAK,"1,08",1,1
138,Trento - szary,POLBRUK,,,,"52,89","307,5",14,"2,0337301587","34,38","28,044","22,8","30,0777301587",44,39,35,33,"34,50","37,00","5,25","5,63","32,50","35,00","3,62","4,00","29,50","32,00","1,18","1,56","5,00","131,85","1,42","10,8",,"34,50",10,TAK,TAK,"1,08",1,1
139,Trento - nerino,POLBRUK,,,,"67,65","307,5",14,"2,0337301587",46,"38,253","31,1","40,2867301587",41,36,32,30,"46,50","49,50","6,70","7,49","43,50","46,00","4,27","4,64","40,50","43,00","1,83","2,21","5,00","131,85","1,42","10,8",,"46,50",10,TAK,TAK,"1,08",1,1
140,Trento - hawaii,POLBRUK,,,,"67,65","307,5",14,"2,0337301587",46,"38,253","31,1","40,2867301587",41,36,32,30,"46,50","49,50","6,70","7,49","43,50","46,00","4,27","4,64","40,50","43,00","1,83","2,21","5,00","131,85","1,42","10,8",,"46,50",10,TAK,TAK,"1,08",1,1
141,Obrzeże Modern - brązowy,POLBRUK,,,,"23,37","307,5",16,"0,80078125","21,03","15,1905","12,35","15,99128125",19,14,10,8,"21,50","23,00","5,13","5,70","20,50","21,50","4,32","4,48","16,00","17,00","0,66","0,82",,"42,21","1,01",24,,"21,50",,TAK,TAK,1,1,0
142,Obrzeże Modern - grafitowy,POLBRUK,,,,"23,37","307,5",16,"0,80078125","21,03","15,1905","12,35","15,99128125",19,14,10,8,"21,50","23,00","5,13","5,70","20,50","21,50","4,32","4,48","16,00","17,00","0,66","0,82",,"42,21","1,01",24,,"21,50",,TAK,TAK,1,1,0
143,Obrzeże Modern - stalowy,POLBRUK,,,,"23,37","307,5",16,"0,80078125","21,03","12,792","10,4","13,59278125",19,14,10,8,"21,50","23,00","7,08","7,65","20,50","21,50","6,27","6,43","13,50","14,50","0,58","0,74",,"42,21","1,01",24,,"21,50",,TAK,TAK,1,1,0
144,Nostalite 6cm - brązowy,POLBRUK,,,,"56,58","307,5",13,"2,0748987854","36,78","30,504","24,8","32,5788987854",44,39,35,33,"37,00","39,50","5,28","5,63","35,00","37,50","3,66","4,00","32,50","35,00","1,62","1,97",,"131,75","1,50","11,4",,"37,00",10,TAK,TAK,"1,14",1,1
145,Nostalite 6cm - czerwony,POLBRUK,,,,"56,58","307,5",13,"2,0748987854","36,78","30,504","24,8","32,5788987854",44,39,35,33,"37,00","39,50","5,28","5,63","35,00","37,50","3,66","4,00","32,50","35,00","1,62","1,97",,"131,75","1,50","11,4",,"37,00",10,TAK,TAK,"1,14",1,1
146,Nostalite 6cm - grafitowy,POLBRUK,,,,"56,58","307,5",13,"2,0748987854","36,78","30,504","24,8","32,5788987854",44,39,35,33,"37,00","39,50","5,28","5,63","35,00","37,50","3,66","4,00","32,50","35,00","1,62","1,97","5,00","131,75","1,50","11,4",,"37,00",10,TAK,TAK,"1,14",1,1
147,Nostalite 6cm - szary,POLBRUK,,,,"52,89","307,5",13,"2,0748987854","34,38","30,504","24,8","32,5788987854",44,39,35,33,"34,50","37,00","3,25","3,59","32,50","35,00","1,62","1,97","32,50","35,00","1,62","1,97","5,00","131,75","1,50","11,4",,"34,50",10,TAK,TAK,"1,14",1,1
148,Nostalite 6cm - żółty,POLBRUK,,,,"56,58","307,5",13,"2,0748987854","36,78","30,504","24,8","32,5788987854",44,39,35,33,"37,00","39,50","5,28","5,63","35,00","37,50","3,66","4,00","32,50","35,00","1,62","1,97",,"131,75","1,50","11,4",,"37,00",10,TAK,TAK,"1,14",1,1
149,Nostalite 4cm,POLBRUK,,,,,"307,5",,,0,0,,,11,6,2,0,,,"0,00",,"0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",16,,,0,1,1
150,Nostalite 4cm - czerwony,POLBRUK,,,,"44,65","307,5",12,"1,404879386","32,15","26,445","21,5","27,849879386",37,32,28,26,"32,50","34,50","4,92","5,41","30,50","32,00","3,30","3,37","28,00","29,50","1,26","1,34",,"89,09","1,63","18,24",,"32,50",16,,,"1,14",1,1
151,Nostalite 4cm - grafitowy,POLBRUK,,,,"44,65","307,5",12,"1,404879386","32,15","26,445","21,5","27,849879386",37,32,28,26,"32,50","34,50","4,92","5,41","30,50","32,00","3,30","3,37","28,00","29,50","1,26","1,34",,"89,09","1,63","18,24",,"32,50",16,,,"1,14",1,1
152,Nostalite 4cm - szary,POLBRUK,,,,"42,93","307,5",12,"1,404879386","30,91","23,985","19,5","25,389879386",37,32,28,26,"31,00","33,00","5,70","6,19","29,50","31,00","4,48","4,56","25,50","27,00","1,23","1,31",,"89,09","1,63","18,24",,"31,00",16,,,"1,14",1,1
153,Nostalite 4cm - żółty,POLBRUK,,,,"44,65","307,5",12,"1,404879386","32,15","26,445","21,5","27,849879386",37,32,28,26,"32,50","34,50","4,92","5,41","30,50","32,00","3,30","3,37","28,00","29,50","1,26","1,34",,"89,09","1,63","18,24",,"32,50",16,,,"1,14",1,1
154,Palisada Ring 25cm - brązowy utwardzany,POLBRUK,,,,"4,80","307,5",16,"0,1715959821","4,32","3,2595","2,65","3,4310959821",19,14,10,8,"4,50","5,00","1,01","1,28","4,50","5,00","1,01","1,28","3,50","4,00","0,20","0,46",,"5,18","0,58",112,,"4,50",,TAK,TAK,1,1,0
155,Palisada Ring 25cm - czerwony utwardzany,POLBRUK,,,,"4,80","307,5",16,"0,1715959821","4,32","3,2595","2,65","3,4310959821",19,14,10,8,"4,50","5,00","1,01","1,28","4,50","5,00","1,01","1,28","3,50","4,00","0,20","0,46",,"5,18","0,58",112,,"4,50",,TAK,TAK,1,1,0
156,Palisada Ring 25cm - grafitowy utwardzany,POLBRUK,,,,"4,80","307,5",16,"0,1715959821","4,32","3,2595","2,65","3,4310959821",19,14,10,8,"4,50","5,00","1,01","1,28","4,50","5,00","1,01","1,28","3,50","4,00","0,20","0,46",,"5,18","0,58",112,,"4,50",,TAK,TAK,1,1,0
157,Palisada Ring 25cm - szary utwardzany,POLBRUK,,,,"3,69","307,5",16,"0,1715959821","3,32","2,5092","2,04","2,6807959821",19,14,10,8,"3,50","4,00","0,81","1,07","3,50","4,00","0,81","1,07","3,00","3,50","0,40","0,67",,"5,18","0,58",112,,"3,50",,TAK,TAK,1,1,0
158,Palisada Ring 40cm,POLBRUK,,,,,"307,5",,,0,0,,,11,6,2,0,,,"0,00",,"0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,,,1,1,0
159,Palisada Ring 40cm - brązowy utwardzany,POLBRUK,,,,"8,00","307,5",16,"0,4575892857","7,2","5,4366","4,42","5,8941892857",19,14,10,8,"7,50","8,50","1,68","2,12","7,00","7,50","1,27","1,31","6,00","6,50","0,46","0,49",,"8,57","0,36",42,,"7,50",,TAK,TAK,1,1,0
160,Palisada Ring 40cm - grafitowy utwardzany,POLBRUK,,,,"8,00","307,5",16,"0,4575892857","7,2","5,4366","4,42","5,8941892857",19,14,10,8,"7,50","8,50","1,68","2,12","7,00","7,50","1,27","1,31","6,00","6,50","0,46","0,49",,"8,57","0,36",42,,"7,50",,TAK,TAK,1,1,0
161,Palisada Ring 40cm - szary utwardzany,POLBRUK,,,,"6,15","307,5",16,"0,4575892857","5,54","4,182","3,4","4,6395892857",19,14,10,8,"6,00","7,00","1,48","1,92","5,50","6,00","1,07","1,11","4,50","5,00","0,26","0,29",,"8,57","0,36",42,,"6,00",,TAK,TAK,1,1,0
162,Palisada Zen 30cm - brązowy utwardzany,POLBRUK,,,,"11,07","307,5",16,"0,5491071429","9,96","7,5276","6,12","8,0767071429",19,14,10,8,"10,00","11,00","2,01","2,38","10,00","11,00","2,01","2,38","8,00","9,00","0,38","0,75",,"12,29","0,43",35,,"10,00",,,,1,1,0
163,Palisada Zen 30cm - czerwony utwardzany,POLBRUK,,,,"11,07","307,5",16,"0,5491071429","9,96","7,5276","6,12","8,0767071429",19,14,10,8,"10,00","11,00","2,01","2,38","10,00","11,00","2,01","2,38","8,00","9,00","0,38","0,75",,"12,29","0,43",35,,"10,00",,,,1,1,0
164,Palisada Zen 30cm - grafitowy utwardzany,POLBRUK,,,,"11,07","307,5",16,"0,5491071429","9,96","7,5276","6,12","8,0767071429",19,14,10,8,"10,00","11,00","2,01","2,38","10,00","11,00","2,01","2,38","8,00","9,00","0,38","0,75",,"12,29","0,43",35,,"10,00",,,,1,1,0
165,Palisada Zen 30cm - szary utwardzany,POLBRUK,,,,"7,38","307,5",16,"0,5491071429","6,64","5,0184","4,08","5,5675071429",19,14,10,8,"7,00","8,00","1,61","1,98","6,50","7,50","1,20","1,57","5,50","6,50","0,39","0,76",,"12,29","0,43",35,,"7,00",,,,1,1,0
166,Palisada Zen 30cm,POLBRUK,,,,,"307,5",,,0,0,,,11,6,2,0,,,"0,00",,"0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,,,1,1,0
167,Palisada Zen 30cm - brązowy utwardzany,POLBRUK,,,,"11,07","307,5",16,"0,5491071429","9,96",0,0,"0,5491071429",19,14,10,8,"10,00","11,00","8,13","8,50","10,00","11,00","8,13","8,50","0,00","1,00","0,00","0,37",,"12,29","0,43",35,,"10,00",,,,1,1,0
168,Palisada Zen 30cm - grafitowy utwardzany,POLBRUK,,,,"11,07","307,5",16,"0,5491071429","9,96",0,0,"0,5491071429",19,14,10,8,"10,00","11,00","8,13","8,50","10,00","11,00","8,13","8,50","0,00","1,00","0,00","0,37",,"12,29","0,43",35,,"10,00",,,,1,1,0
169,Palisada Zen 30cm - szary utwardzany,POLBRUK,,,,"7,38","307,5",16,"0,5491071429","6,64",0,0,"0,5491071429",19,14,10,8,"7,00","8,00","5,69","6,06","6,50","7,50","5,28","5,65","0,00","1,00","0,00","0,37",,"12,29","0,43",35,,"7,00",,,,1,1,0
170,Palisada Łamana 8x8x30 - grafit łamany,POLBRUK,,,,"7,38","307,5",14,"0,0686383929","6,64","5,0184","4,08","5,0870383929",19,14,10,8,"7,00","7,50","1,61","1,96","6,50","7,00","1,20","1,56","5,50","6,00","0,39","0,74",,"4,38","1,40",320,,"7,00",,,,320,1,0
171,Palisada Łamana 8x8x30 - paloma łamany,POLBRUK,,,,"7,38","307,5",14,"0,0686383929","6,64","5,0184","4,08","5,0870383929",19,14,10,8,"7,00","7,50","1,61","1,96","6,50","7,00","1,20","1,56","5,50","6,00","0,39","0,74",,"4,38","1,40",320,,"7,00",,,,320,1,0
172,Palisada Łamana 8x8x30 - piaskowy łamany,POLBRUK,,,,"7,38","307,5",14,"0,0686383929","6,64","5,0184","4,08","5,0870383929",19,14,10,8,"7,00","7,50","1,61","1,96","6,50","7,00","1,20","1,56","5,50","6,00","0,39","0,74",,"4,38","1,40",320,,"7,00",,,,320,1,0
173,Palisada Łamana 8x8x50,POLBRUK,,,,,"307,5",,,0,0,,,11,6,2,0,,,"0,00",,"0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,,,,1,0
174,Palisada Łamana 8x8x50 - grafit łamany,POLBRUK,,,,"11,07","307,5",14,"0,1143973214","9,96","7,5276","6,12","7,6419973214",19,14,10,8,"10,00","10,50","2,01","2,32","10,00","10,50","2,01","2,32","8,00","8,50","0,38","0,70",,"7,30","1,40",192,,"10,00",,,,192,1,0
175,Palisada Łamana 8x8x50 - paloma łamany,POLBRUK,,,,"11,07","307,5",14,"0,1143973214","9,96","7,5276","6,12","7,6419973214",19,14,10,8,"10,00","10,50","2,01","2,32","10,00","10,50","2,01","2,32","8,00","8,50","0,38","0,70",,"7,30","1,40",192,,"10,00",,,,192,1,0
176,Palisada Łamana 8x8x50 - piaskowy łamany,POLBRUK,,,,"11,07","307,5",14,"0,1143973214","9,96","7,5276","6,12","7,6419973214",19,14,10,8,"10,00","10,50","2,01","2,32","10,00","10,50","2,01","2,32","8,00","8,50","0,38","0,70",,"7,30","1,40",192,,"10,00",,,,192,1,0
177,Obrzeże Palinea - brązowy utwardzany,POLBRUK,,,,"12,30","307,5",15,"0,2847222222","11,07","8,364","6,8","8,6487222222",19,14,10,8,"11,50","12,00","2,55","2,72","11,00","11,50","2,14","2,32","9,00","9,50","0,52","0,69",,"18,78","1,35",72,,"11,50",,TAK,TAK,1,1,0
178,Obrzeże Palinea - grafitowy utwardzany,POLBRUK,,,,"12,30","307,5",15,"0,2847222222","11,07","8,364","6,8","8,6487222222",19,14,10,8,"11,50","12,00","2,55","2,72","11,00","11,50","2,14","2,32","9,00","9,50","0,52","0,69",,"18,78","1,35",72,,"11,50",,TAK,TAK,1,1,0
179,Obrzeże Palinea - szary utwardzany,POLBRUK,,,,"10,46","307,5",15,"0,2847222222","9,41","7,1094","5,78","7,3941222222",19,14,10,8,"9,50","10,00","1,94","2,12","9,00","9,50","1,54","1,71","7,50","8,00","0,32","0,49",,"18,78","1,35",72,,"9,50",,TAK,TAK,1,1,0
180,Obrzeże chodnikowe 8x30x100 - Polbruk - czerwony,POLBRUK,,,,"23,00","307,5",11,"0,847107438","19,55","14,9568","12,16","15,803907438",24,19,15,13,"20,00","21,50","4,10","4,63","19,00","20,00","3,29","3,41","16,00","17,00","0,85","0,97",,"53,94","1,78",33,,"20,00",,TAK,TAK,1,1,0
181,Obrzeże chodnikowe 8x30x100 - Polbruk - grafitowy,POLBRUK,,,,"23,00","307,5",11,"0,847107438","19,55","14,9568","12,16","15,803907438",24,19,15,13,"20,00","21,50","4,10","4,63","19,00","20,00","3,29","3,41","16,00","17,00","0,85","0,97",,"53,94","1,78",33,,"20,00",,TAK,TAK,1,1,0
182,Obrzeże chodnikowe 8x30x100 - Polbruk - szary,POLBRUK,,,,"18,94","307,5",11,"0,847107438","16,1","10,332","8,4","11,179107438",24,19,15,13,"16,50","18,00","5,01","5,55","15,50","16,50","4,20","4,33","11,00","12,00","0,54","0,67",,"53,94","1,78",33,,"16,50",,TAK,TAK,1,1,0
183,Obrzeże Canto Trapez - 30 cm - brązowy,POLBRUK,,,,"4,92","307,5",16,"0,1067708333","4,43","3,3456","2,72","3,4523708333",19,14,10,8,"4,50","5,00","0,94","1,26","4,50","5,00","0,94","1,26","4,00","4,50","0,53","0,85",,"6,65","1,20",180,,"4,50",,,,180,1,0
184,Obrzeże Canto Trapez - 30 cm - grafitowy,POLBRUK,,,,"4,92","307,5",16,"0,1067708333","4,43","3,3456","2,72","3,4523708333",19,14,10,8,"4,50","5,00","0,94","1,26","4,50","5,00","0,94","1,26","4,00","4,50","0,53","0,85",,"6,65","1,20",180,,"4,50",,,,180,1,0
185,Obrzeże Canto Trapez - 30 cm - szary,POLBRUK,,,,"3,94","307,5",16,"0,1067708333","3,55","2,6814","2,18","2,7881708333",19,14,10,8,"4,00","4,50","1,07","1,39","3,50","4,00","0,67","0,99","3,00","3,50","0,26","0,58",,"6,65","1,20",180,,"4,00",,,,180,1,0
186,"Obrzeże Canto - 18cm - gładka, brązowy",POLBRUK,,,,"2,71","307,5",15,"0,0854166667","2,44","1,845","1,5","1,9304166667",19,14,10,8,"2,50","3,00","0,53","0,87","2,50","3,00","0,53","0,87","2,00","2,50","0,13","0,46",,"5,58","1,34",240,,"2,50",,,,240,1,0
187,"Obrzeże Canto - 18cm - gładka, grafitowy",POLBRUK,,,,"2,71","307,5",15,"0,0854166667","2,44","1,845","1,5","1,9304166667",19,14,10,8,"2,50","3,00","0,53","0,87","2,50","3,00","0,53","0,87","2,00","2,50","0,13","0,46",,"5,58","1,34",240,,"2,50",,,,240,1,0
188,"Obrzeże Canto - 18cm - gładka, szary",POLBRUK,,,,"1,72","307,5",15,"0,0854166667","1,55","1,1685","0,95","1,2539166667",19,14,10,8,"2,00","2,50","0,68","1,01","1,50","2,00","0,27","0,61","1,50","2,00","0,27","0,61",,"5,58","1,34",240,,"2,00",,,,240,1,0
189,"Obrzeże Canto - 18cm - postarzana, brązowy",POLBRUK,,,,"6,15","307,5",15,"0,0854166667","5,84","2,1771","1,77","2,2625166667",14,9,5,3,"6,00","6,50","3,11","3,45","6,00","6,50","3,11","3,45","2,50","3,00","0,26","0,60",,"5,58","1,34",240,,"6,00",,,,240,1,0
190,"Obrzeże Canto - 18cm - postarzana, grafitowy",POLBRUK,,,,"6,15","307,5",15,"0,0854166667","5,84","2,1771","1,77","2,2625166667",14,9,5,3,"6,00","6,50","3,11","3,45","6,00","6,50","3,11","3,45","2,50","3,00","0,26","0,60",,"5,58","1,34",240,,"6,00",,,,240,1,0
191,"Obrzeże Canto - 18cm - postarzana, szary",POLBRUK,,,,"5,17","307,5",15,"0,0854166667","4,91","2,1771","1,77","2,2625166667",14,9,5,3,"5,00","5,50","2,30","2,63","5,00","5,50","2,30","2,63","2,50","3,00","0,26","0,60",,"5,58","1,34",240,,"5,00",,,,240,1,0
192,Murek Grando 60x15 2stronny - grafit łamany,POLBRUK,,,,"23,37","307,5",12,"0,80078125","21,03","15,1905","12,35","15,99128125",19,14,10,8,"21,50","23,00","5,13","5,70","20,50","21,50","4,32","4,48","16,00","17,00","0,66","0,82",,"51,75","1,66",32,,"21,50",,,,32,1,1
193,Murek Grando 60x15 2stronny - paloma łamany,POLBRUK,,,,"23,37","307,5",12,"0,80078125","21,03","15,1905","12,35","15,99128125",19,14,10,8,"21,50","23,00","5,13","5,70","20,50","21,50","4,32","4,48","16,00","17,00","0,66","0,82",,"51,75","1,66",32,,"21,50",,,,32,1,1
194,Murek Grando 60x15 2stronny - piaskowy łamany,POLBRUK,,,,"23,37","307,5",12,"0,80078125","21,03","15,1905","12,35","15,99128125",19,14,10,8,"21,50","23,00","5,13","5,70","20,50","21,50","4,32","4,48","16,00","17,00","0,66","0,82",,"51,75","1,66",32,,"21,50",,,,32,1,1
195,Murek Grando 30x15 3stronny Polbruk - grafit łamany,POLBRUK,,,,"12,48","307,5",12,"0,400390625","11,23","8,118","6,6","8,518390625",19,14,10,8,"11,50","12,50","2,75","3,24","11,00","11,50","2,34","2,42","9,00","9,50","0,72","0,80",,"25,72","1,65",64,,"11,50",,,,64,1,1
196,Murek Grando 30x15 3stronny Polbruk - paloma łamany,POLBRUK,,,,"12,48","307,5",12,"0,400390625","11,23","8,118","6,6","8,518390625",19,14,10,8,"11,50","12,50","2,75","3,24","11,00","11,50","2,34","2,42","9,00","9,50","0,72","0,80",,"25,72","1,65",64,,"11,50",,,,64,1,1
197,Murek Grando 30x15 3stronny Polbruk - piaskowy łamany,POLBRUK,,,,"12,48","307,5",12,"0,400390625","11,23","8,118","6,6","8,518390625",19,14,10,8,"11,50","12,50","2,75","3,24","11,00","11,50","2,34","2,42","9,00","9,50","0,72","0,80",,"25,72","1,65",64,,"11,50",,,,64,1,1
198,Gazon Mini Luna - brązowy utwardzany,POLBRUK,,,,"10,58","307,5",16,"0,7118055556","10,05","8,4624","6,88","9,1742055556",14,9,5,3,"10,50","11,50","1,66","1,89","10,00","11,00","1,25","1,48","9,00","10,00","0,44","0,67",,"18,89","0,51",27,,"10,50",,,,27,1,0
199,Gazon Mini Luna - czerwony utwardzany,POLBRUK,,,,"10,58","307,5",16,"0,7118055556","10,05","8,4624","6,88","9,1742055556",14,9,5,3,"10,50","11,50","1,66","1,89","10,00","11,00","1,25","1,48","9,00","10,00","0,44","0,67",,"18,89","0,51",27,,"10,50",,,,27,1,0
200,Gazon Mini Luna - grafitowy utwardzany,POLBRUK,,,,"10,58","307,5",16,"0,7118055556","10,05","8,4624","6,88","9,1742055556",14,9,5,3,"10,50","11,50","1,66","1,89","10,00","11,00","1,25","1,48","9,00","10,00","0,44","0,67",,"18,89","0,51",27,,"10,50",,,,27,1,0
201,Gazon Mini Luna - szary utwardzany,POLBRUK,,,,"8,61","307,5",16,"0,7118055556","8,18","6,888","5,6","7,5998055556",14,9,5,3,"8,50","9,50","1,31","1,54","8,00","9,00","0,90","1,14","7,50","8,50","0,50","0,73",,"18,89","0,51",27,,"8,50",,,,27,1,0
202,Focus Polbruk 35x35x5 - oliwkowy specjalny,POLBRUK,,,,"12,30","307,5",13,"0,219017094","11,69","7,626","6,2","7,845017094",14,9,5,3,"12,00","12,50","3,56","3,78","11,50","12,00","3,15","3,38","8,50","9,00","0,71","0,94",,"14,26","1,54",108,,"12,00",,,,108,1,1
203,Focus Polbruk 35x35x5 - żółty specjalny,POLBRUK,,,,"12,30","307,5",13,"0,219017094","11,69","7,626","6,2","7,845017094",14,9,5,3,"12,00","12,50","3,56","3,78","11,50","12,00","3,15","3,38","8,50","9,00","0,71","0,94",,"14,26","1,54",108,,"12,00",,,,108,1,1
204,Płyta Meba - 8cm - szary,POLBRUK,,,,"11,81","307,5",16,"0,48046875","8,27","6,888","5,6","7,36846875",39,34,30,28,"8,50","9,50","1,31","1,73","8,00","8,50","0,90","0,92","7,50","8,00","0,50","0,51",,"27,50","1,10",40,,"8,50",8,TAK,TAK,5,1,1
205,Ażur Meba 10cm,POLBRUK,,,,,"307,5",,,0,0,,,11,6,2,0,,,"0,00",,"0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,,,,,
206,Ażur Meba 10cm - szary,POLBRUK,,,,"13,78","307,5",15,"0,5125","9,65","7,995","6,5","8,5075",39,34,30,28,"10,00","11,00","1,63","2,03","9,50","10,50","1,22","1,62","8,50","9,50","0,41","0,81",,"34,00","1,36",40,,"10,00",8,TAK,TAK,5,1,1
207,Focus 20x10x8,POLBRUK,,,,,"307,5",,,0,0,,,11,6,2,0,,,"0,00",,"0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,,,,,
208,Focus 20x10x8 - czerwony specjalny,POLBRUK,,,,"67,65","307,5",15,"2,6692708333","60,89","41,943","34,1","44,6122708333",19,14,10,8,"61,00","64,50","15,49","16,17","58,50","61,50","13,46","13,73","44,50","47,50","2,08","2,35",,"177,60","1,36","7,68",,"61,00",,,,"7,68",1,1
209,Focus 20x10x8 - grafitowy specjalny,POLBRUK,,,,"67,65","307,5",15,"2,6692708333","60,89","41,943","34,1","44,6122708333",19,14,10,8,"61,00","64,50","15,49","16,17","58,50","61,50","13,46","13,73","44,50","47,50","2,08","2,35",,"177,60","1,36","7,68",,"61,00",,,,"7,68",1,1
